LSOA,LA CODE,htc1,htc2,htc3,htc4,htc5,Area
E01002944,00AX,0,50,0,0,0,1
E01003011,00AX,0,74,0,0,0,1
E01002945,00AX,0,65,0,0,0,1
E01003006,00AX,0,62,0,0,0,1
E01002979,00AX,0,62,0,0,0,1
E01002978,00AX,0,70,0,0,0,1
E01002941,00AX,0,64,0,0,0,1
E01002943,00AX,0,49,0,0,0,1
E01003004,00AX,0,63,0,0,0,1
E01002931,00AX,0,66,0,0,0,1
E01003009,00AX,0,80,0,0,0,1
E01002961,00AX,0,61,0,0,0,1
E01002922,00AX,0,73,0,0,0,1
E01002953,00AX,0,47,0,0,0,1
E01002938,00AX,0,82,0,0,0,1
E01003001,00AX,0,64,0,0,0,1
E01002948,00AX,0,82,0,0,0,1
E01002934,00AX,0,71,0,0,0,1
E01002981,00AX,0,52,0,0,0,1
E01002940,00AX,0,60,0,0,0,1
E01002918,00AX,0,61,0,0,0,1
E01002997,00AX,0,62,0,0,0,1
E01002995,00AX,0,64,0,0,0,1
E01002915,00AX,0,48,0,0,0,1
E01002975,00AX,0,49,0,0,0,1
E01002986,00AX,0,48,0,0,0,1
E01002994,00AX,0,61,0,0,0,1
E01002955,00AX,0,53,0,0,0,1
E01002982,00AX,0,52,0,0,0,1
E01002966,00AX,0,77,0,0,0,1
E01002939,00AX,0,0,60,0,0,1
E01002927,00AX,0,0,63,0,0,1
E01002960,00AX,0,0,58,0,0,1
E01002950,00AX,0,0,71,0,0,1
E01003000,00AX,0,0,59,0,0,1
E01002977,00AX,0,0,65,0,0,1
E01002962,00AX,0,0,52,0,0,1
E01003003,00AX,0,0,59,0,0,1
E01002951,00AX,0,0,62,0,0,1
E01002998,00AX,0,0,62,0,0,1
E01002928,00AX,0,0,71,0,0,1
E01002933,00AX,0,0,83,0,0,1
E01002991,00AX,0,0,73,0,0,1
E01002974,00AX,0,0,77,0,0,1
E01002956,00AX,0,0,47,0,0,1
E01002971,00AX,0,0,73,0,0,1
E01002985,00AX,0,0,62,0,0,1
E01002989,00AX,0,0,96,0,0,1
E01003002,00AX,0,0,79,0,0,1
E01002935,00AX,0,0,86,0,0,1
E01002984,00AX,0,0,61,0,0,1
E01002930,00AX,0,0,72,0,0,1
E01002967,00AX,0,0,99,0,0,1
E01002973,00AX,0,0,50,0,0,1
E01002968,00AX,0,0,138,0,0,1
E01002936,00AX,0,0,148,0,0,1
E01002919,00AX,0,0,72,0,0,1
E01002963,00AX,0,0,77,0,0,1
E01002925,00AX,0,0,83,0,0,1
E01002970,00AX,0,0,62,0,0,1
E01002957,00AX,0,0,0,58,0,1
E01002932,00AX,0,0,0,71,0,1
E01002965,00AX,0,0,0,112,0,1
E01002972,00AX,0,0,0,87,0,1
E01002964,00AX,0,0,0,106,0,1
E01002993,00AX,0,0,0,86,0,1
E01002954,00AX,0,0,0,60,0,1
E01002999,00AX,0,0,0,80,0,1
E01002987,00AX,0,0,0,92,0,1
E01002923,00AX,0,0,0,79,0,1
E01002992,00AX,0,0,0,45,0,1
E01002990,00AX,0,0,0,95,0,1
E01002988,00AX,0,0,0,63,0,1
E01002921,00AX,0,0,0,89,0,1
E01002969,00AX,0,0,0,77,0,1
E01003144,00AY,0,0,56,0,0,1
E01003078,00AY,0,0,67,0,0,1
E01003170,00AY,0,0,0,84,0,1
E01003157,00AY,0,0,0,63,0,1
E01003027,00AY,0,0,0,52,0,1
E01003167,00AY,0,0,0,74,0,1
E01003158,00AY,0,0,0,78,0,1
E01003138,00AY,0,0,0,74,0,1
E01003038,00AY,0,0,0,76,0,1
E01003072,00AY,0,0,0,86,0,1
E01003140,00AY,0,0,0,50,0,1
E01003064,00AY,0,0,0,71,0,1
E01003030,00AY,0,0,0,84,0,1
E01003026,00AY,0,0,0,74,0,1
E01003134,00AY,0,0,0,66,0,1
E01003142,00AY,0,0,0,46,0,1
E01003069,00AY,0,0,0,57,0,1
E01003173,00AY,0,0,0,74,0,1
E01003083,00AY,0,0,0,63,0,1
E01003085,00AY,0,0,0,75,0,1
E01003033,00AY,0,0,0,64,0,1
E01003163,00AY,0,0,0,63,0,1
E01003133,00AY,0,0,0,81,0,1
E01003067,00AY,0,0,0,68,0,1
E01003156,00AY,0,0,0,71,0,1
E01003095,00AY,0,0,0,81,0,1
E01003165,00AY,0,0,0,75,0,1
E01003131,00AY,0,0,0,74,0,1
E01003123,00AY,0,0,0,73,0,1
E01003084,00AY,0,0,0,80,0,1
E01003152,00AY,0,0,0,79,0,1
E01003080,00AY,0,0,0,79,0,1
E01003143,00AY,0,0,0,53,0,1
E01003091,00AY,0,0,0,71,0,1
E01003028,00AY,0,0,0,59,0,1
E01003118,00AY,0,0,0,80,0,1
E01003039,00AY,0,0,0,103,0,1
E01003146,00AY,0,0,0,55,0,1
E01003149,00AY,0,0,0,73,0,1
E01003094,00AY,0,0,0,70,0,1
E01003178,00AY,0,0,0,73,0,1
E01003034,00AY,0,0,0,78,0,1
E01003175,00AY,0,0,0,62,0,1
E01003043,00AY,0,0,0,75,0,1
E01003148,00AY,0,0,0,82,0,1
E01003116,00AY,0,0,0,67,0,1
E01003062,00AY,0,0,0,92,0,1
E01003071,00AY,0,0,0,106,0,1
E01003155,00AY,0,0,0,78,0,1
E01003130,00AY,0,0,0,80,0,1
E01003168,00AY,0,0,0,67,0,1
E01003022,00AY,0,0,0,80,0,1
E01003129,00AY,0,0,0,81,0,1
E01003077,00AY,0,0,0,91,0,1
E01003161,00AY,0,0,0,54,0,1
E01003058,00AY,0,0,0,91,0,1
E01003164,00AY,0,0,0,104,0,1
E01003139,00AY,0,0,0,56,0,1
E01003169,00AY,0,0,0,116,0,1
E01003035,00AY,0,0,0,79,0,1
E01003098,00AY,0,0,0,68,0,1
E01003053,00AY,0,0,0,78,0,1
E01003141,00AY,0,0,0,77,0,1
E01003054,00AY,0,0,0,83,0,1
E01003088,00AY,0,0,0,79,0,1
E01003089,00AY,0,0,0,72,0,1
E01003074,00AY,0,0,0,122,0,1
E01003115,00AY,0,0,0,70,0,1
E01003121,00AY,0,0,0,69,0,1
E01003042,00AY,0,0,0,55,0,1
E01003147,00AY,0,0,0,89,0,1
E01003166,00AY,0,0,0,117,0,1
E01003020,00AY,0,0,0,80,0,1
E01003099,00AY,0,0,0,73,0,1
E01003113,00AY,0,0,0,88,0,1
E01003019,00AY,0,0,0,98,0,1
E01003100,00AY,0,0,0,101,0,1
E01003081,00AY,0,0,0,99,0,1
E01003068,00AY,0,0,0,71,0,1
E01003114,00AY,0,0,0,82,0,1
E01003023,00AY,0,0,0,116,0,1
E01003110,00AY,0,0,0,104,0,1
E01003056,00AY,0,0,0,84,0,1
E01003087,00AY,0,0,0,64,0,1
E01003132,00AY,0,0,0,56,0,1
E01003093,00AY,0,0,0,96,0,1
E01003090,00AY,0,0,0,121,0,1
E01003036,00AY,0,0,0,79,0,1
E01003153,00AY,0,0,0,98,0,1
E01003135,00AY,0,0,0,78,0,1
E01003124,00AY,0,0,0,58,0,1
E01003184,00AY,0,0,0,61,0,1
E01003040,00AY,0,0,0,72,0,1
E01003017,00AY,0,0,0,97,0,1
E01003025,00AY,0,0,0,87,0,1
E01003014,00AY,0,0,0,77,0,1
E01003029,00AY,0,0,0,93,0,1
E01003031,00AY,0,0,0,73,0,1
E01003127,00AY,0,0,0,80,0,1
E01003097,00AY,0,0,0,75,0,1
E01003096,00AY,0,0,0,104,0,1
E01003145,00AY,0,0,0,87,0,1
E01003119,00AY,0,0,0,100,0,1
E01003177,00AY,0,0,0,81,0,1
E01003086,00AY,0,0,0,66,0,1
E01003013,00AY,0,0,0,101,0,1
E01003092,00AY,0,0,0,92,0,1
E01003125,00AY,0,0,0,72,0,1
E01003179,00AY,0,0,0,67,0,1
E01003073,00AY,0,0,0,74,0,1
E01003065,00AY,0,0,0,73,0,1
E01003066,00AY,0,0,0,81,0,1
E01003021,00AY,0,0,0,68,0,1
E01003181,00AY,0,0,0,69,0,1
E01003186,00AY,0,0,0,118,0,1
E01003106,00AY,0,0,0,100,0,1
E01003154,00AY,0,0,0,81,0,1
E01003126,00AY,0,0,0,68,0,1
E01003117,00AY,0,0,0,93,0,1
E01003107,00AY,0,0,0,105,0,1
E01003101,00AY,0,0,0,74,0,1
E01003160,00AY,0,0,0,63,0,1
E01003162,00AY,0,0,0,86,0,1
E01003136,00AY,0,0,0,94,0,1
E01003079,00AY,0,0,0,83,0,1
E01003122,00AY,0,0,0,95,0,1
E01003018,00AY,0,0,0,101,0,1
E01003045,00AY,0,0,0,77,0,1
E01003102,00AY,0,0,0,92,0,1
E01003128,00AY,0,0,0,66,0,1
E01003015,00AY,0,0,0,79,0,1
E01003076,00AY,0,0,0,99,0,1
E01003012,00AY,0,0,0,102,0,1
E01003032,00AY,0,0,0,83,0,1
E01003182,00AY,0,0,0,81,0,1
E01003111,00AY,0,0,0,69,0,1
E01003082,00AY,0,0,0,70,0,1
E01003037,00AY,0,0,0,65,0,1
E01003057,00AY,0,0,0,77,0,1
E01003185,00AY,0,0,0,89,0,1
E01003041,00AY,0,0,0,70,0,1
E01003059,00AY,0,0,0,70,0,1
E01003159,00AY,0,0,0,72,0,1
E01003051,00AY,0,0,0,78,0,1
E01003171,00AY,0,0,0,93,0,1
E01003049,00AY,0,0,0,70,0,1
E01003172,00AY,0,0,0,85,0,1
E01003183,00AY,0,0,0,74,0,1
E01003050,00AY,0,0,0,81,0,1
E01003180,00AY,0,0,0,70,0,1
E01003075,00AY,0,0,0,0,71,1
E01003176,00AY,0,0,0,0,80,1
E01003187,00AY,0,0,0,0,73,1
E01003137,00AY,0,0,0,0,70,1
E01003070,00AY,0,0,0,0,72,1
E01003151,00AY,0,0,0,0,87,1
E01003046,00AY,0,0,0,0,78,1
E01003174,00AY,0,0,0,0,85,1
E01003024,00AY,0,0,0,0,79,1
E01003063,00AY,0,0,0,0,73,1
E01003055,00AY,0,0,0,0,86,1
E01003044,00AY,0,0,0,0,64,1
E01003048,00AY,0,0,0,0,76,1
E01003105,00AY,0,0,0,0,86,1
E01003150,00AY,0,0,0,0,80,1
E01003120,00AY,0,0,0,0,107,1
E01003060,00AY,0,0,0,0,66,1
E01003104,00AY,0,0,0,0,85,1
E01003188,00AY,0,0,0,0,59,1
E01003108,00AY,0,0,0,0,80,1
E01003109,00AY,0,0,0,0,130,1
E01003103,00AY,0,0,0,0,201,1
E01003061,00AY,0,0,0,0,58,1
E01003047,00AY,0,0,0,0,91,1
E01003052,00AY,0,0,0,0,80,1
E01003112,00AY,0,0,0,0,86,1
E01003016,00AY,0,0,0,0,71,1
E01003271,00AZ,0,0,65,0,0,1
E01003283,00AZ,0,0,104,0,0,1
E01003287,00AZ,0,0,88,0,0,1
E01003281,00AZ,0,0,61,0,0,1
E01003260,00AZ,0,0,64,0,0,1
E01003341,00AZ,0,0,64,0,0,1
E01003267,00AZ,0,0,60,0,0,1
E01003311,00AZ,0,0,63,0,0,1
E01003225,00AZ,0,0,60,0,0,1
E01003202,00AZ,0,0,84,0,0,1
E01003327,00AZ,0,0,79,0,0,1
E01003227,00AZ,0,0,71,0,0,1
E01003238,00AZ,0,0,57,0,0,1
E01003218,00AZ,0,0,57,0,0,1
E01003316,00AZ,0,0,63,0,0,1
E01003279,00AZ,0,0,68,0,0,1
E01003254,00AZ,0,0,64,0,0,1
E01003269,00AZ,0,0,64,0,0,1
E01003349,00AZ,0,0,54,0,0,1
E01003270,00AZ,0,0,68,0,0,1
E01003233,00AZ,0,0,70,0,0,1
E01003353,00AZ,0,0,64,0,0,1
E01003284,00AZ,0,0,78,0,0,1
E01003273,00AZ,0,0,60,0,0,1
E01003314,00AZ,0,0,74,0,0,1
E01003228,00AZ,0,0,73,0,0,1
E01003219,00AZ,0,0,65,0,0,1
E01003261,00AZ,0,0,67,0,0,1
E01003206,00AZ,0,0,72,0,0,1
E01003264,00AZ,0,0,78,0,0,1
E01003232,00AZ,0,0,65,0,0,1
E01003235,00AZ,0,0,53,0,0,1
E01003223,00AZ,0,0,64,0,0,1
E01003226,00AZ,0,0,75,0,0,1
E01003200,00AZ,0,0,84,0,0,1
E01003285,00AZ,0,0,81,0,0,1
E01003350,00AZ,0,0,53,0,0,1
E01003329,00AZ,0,0,73,0,0,1
E01003243,00AZ,0,0,0,63,0,1
E01003242,00AZ,0,0,0,54,0,1
E01003282,00AZ,0,0,0,114,0,1
E01003240,00AZ,0,0,0,74,0,1
E01003276,00AZ,0,0,0,72,0,1
E01003224,00AZ,0,0,0,69,0,1
E01003274,00AZ,0,0,0,75,0,1
E01003236,00AZ,0,0,0,68,0,1
E01003308,00AZ,0,0,0,81,0,1
E01003195,00AZ,0,0,0,65,0,1
E01003347,00AZ,0,0,0,66,0,1
E01003346,00AZ,0,0,0,61,0,1
E01003237,00AZ,0,0,0,63,0,1
E01003307,00AZ,0,0,0,67,0,1
E01003348,00AZ,0,0,0,58,0,1
E01003239,00AZ,0,0,0,57,0,1
E01003333,00AZ,0,0,0,76,0,1
E01003262,00AZ,0,0,0,69,0,1
E01003272,00AZ,0,0,0,83,0,1
E01003263,00AZ,0,0,0,78,0,1
E01003199,00AZ,0,0,0,85,0,1
E01003259,00AZ,0,0,0,87,0,1
E01003343,00AZ,0,0,0,65,0,1
E01003351,00AZ,0,0,0,62,0,1
E01003317,00AZ,0,0,0,71,0,1
E01003340,00AZ,0,0,0,86,0,1
E01003231,00AZ,0,0,0,74,0,1
E01003201,00AZ,0,0,0,72,0,1
E01003245,00AZ,0,0,0,60,0,1
E01003257,00AZ,0,0,0,74,0,1
E01003222,00AZ,0,0,0,66,0,1
E01003198,00AZ,0,0,0,72,0,1
E01003189,00AZ,0,0,0,64,0,1
E01003193,00AZ,0,0,0,71,0,1
E01003217,00AZ,0,0,0,66,0,1
E01003315,00AZ,0,0,0,68,0,1
E01003220,00AZ,0,0,0,66,0,1
E01003266,00AZ,0,0,0,76,0,1
E01003196,00AZ,0,0,0,64,0,1
E01003280,00AZ,0,0,0,64,0,1
E01003312,00AZ,0,0,0,83,0,1
E01003331,00AZ,0,0,0,62,0,1
E01003277,00AZ,0,0,0,85,0,1
E01003230,00AZ,0,0,0,88,0,1
E01003342,00AZ,0,0,0,74,0,1
E01003292,00AZ,0,0,0,72,0,1
E01003208,00AZ,0,0,0,142,0,1
E01003337,00AZ,0,0,0,59,0,1
E01003344,00AZ,0,0,0,71,0,1
E01003345,00AZ,0,0,0,71,0,1
E01003204,00AZ,0,0,0,63,0,1
E01003197,00AZ,0,0,0,63,0,1
E01003322,00AZ,0,0,0,64,0,1
E01003293,00AZ,0,0,0,70,0,1
E01003212,00AZ,0,0,0,88,0,1
E01003326,00AZ,0,0,0,71,0,1
E01003335,00AZ,0,0,0,64,0,1
E01003313,00AZ,0,0,0,67,0,1
E01003216,00AZ,0,0,0,75,0,1
E01003221,00AZ,0,0,0,81,0,1
E01003278,00AZ,0,0,0,87,0,1
E01003310,00AZ,0,0,0,74,0,1
E01003247,00AZ,0,0,0,74,0,1
E01003191,00AZ,0,0,0,69,0,1
E01003213,00AZ,0,0,0,88,0,1
E01003323,00AZ,0,0,0,69,0,1
E01003330,00AZ,0,0,0,68,0,1
E01003295,00AZ,0,0,0,71,0,1
E01003319,00AZ,0,0,0,78,0,1
E01003294,00AZ,0,0,0,131,0,1
E01003190,00AZ,0,0,0,81,0,1
E01003332,00AZ,0,0,0,73,0,1
E01003256,00AZ,0,0,0,101,0,1
E01003352,00AZ,0,0,0,75,0,1
E01003275,00AZ,0,0,0,64,0,1
E01003299,00AZ,0,0,0,68,0,1
E01003234,00AZ,0,0,0,62,0,1
E01003241,00AZ,0,0,0,70,0,1
E01003268,00AZ,0,0,0,79,0,1
E01003265,00AZ,0,0,0,71,0,1
E01003320,00AZ,0,0,0,69,0,1
E01003255,00AZ,0,0,0,105,0,1
E01003354,00AZ,0,0,0,73,0,1
E01003328,00AZ,0,0,0,88,0,1
E01003210,00AZ,0,0,0,97,0,1
E01003214,00AZ,0,0,0,81,0,1
E01003334,00AZ,0,0,0,93,0,1
E01003286,00AZ,0,0,0,82,0,1
E01003209,00AZ,0,0,0,81,0,1
E01003301,00AZ,0,0,0,81,0,1
E01003289,00AZ,0,0,0,141,0,1
E01003252,00AZ,0,0,0,61,0,1
E01003194,00AZ,0,0,0,73,0,1
E01003229,00AZ,0,0,0,80,0,1
E01003244,00AZ,0,0,0,62,0,1
E01003309,00AZ,0,0,0,66,0,1
E01003321,00AZ,0,0,0,85,0,1
E01003211,00AZ,0,0,0,83,0,1
E01003192,00AZ,0,0,0,77,0,1
E01003246,00AZ,0,0,0,61,0,1
E01003339,00AZ,0,0,0,81,0,1
E01003253,00AZ,0,0,0,72,0,1
E01003298,00AZ,0,0,0,55,0,1
E01003258,00AZ,0,0,0,62,0,1
E01003205,00AZ,0,0,0,51,0,1
E01003325,00AZ,0,0,0,73,0,1
E01003207,00AZ,0,0,0,67,0,1
E01003336,00AZ,0,0,0,60,0,1
E01003305,00AZ,0,0,0,71,0,1
E01003300,00AZ,0,0,0,62,0,1
E01003296,00AZ,0,0,0,123,0,1
E01003250,00AZ,0,0,0,76,0,1
E01003324,00AZ,0,0,0,73,0,1
E01003303,00AZ,0,0,0,69,0,1
E01003290,00AZ,0,0,0,76,0,1
E01003302,00AZ,0,0,0,74,0,1
E01003251,00AZ,0,0,0,76,0,1
E01003248,00AZ,0,0,0,75,0,1
E01003288,00AZ,0,0,0,83,0,1
E01003338,00AZ,0,0,0,87,0,1
E01003249,00AZ,0,0,0,101,0,1
E01003291,00AZ,0,0,0,74,0,1
E01003215,00AZ,0,0,0,86,0,1
E01003203,00AZ,0,0,0,99,0,1
E01003318,00AZ,0,0,0,81,0,1
E01003304,00AZ,0,0,0,92,0,1
E01003306,00AZ,0,0,0,76,0,1
E01003297,00AZ,0,0,0,79,0,1
E01003465,00BA,0,53,0,0,0,1
E01003418,00BA,0,53,0,0,0,1
E01003425,00BA,0,51,0,0,0,1
E01003424,00BA,0,59,0,0,0,1
E01003464,00BA,0,61,0,0,0,1
E01003463,00BA,0,50,0,0,0,1
E01003362,00BA,0,50,0,0,0,1
E01003417,00BA,0,61,0,0,0,1
E01003472,00BA,0,49,0,0,0,1
E01003443,00BA,0,66,0,0,0,1
E01003365,00BA,0,50,0,0,0,1
E01003467,00BA,0,63,0,0,0,1
E01003420,00BA,0,52,0,0,0,1
E01003363,00BA,0,59,0,0,0,1
E01003468,00BA,0,65,0,0,0,1
E01003419,00BA,0,66,0,0,0,1
E01003462,00BA,0,62,0,0,0,1
E01003466,00BA,0,60,0,0,0,1
E01003364,00BA,0,61,0,0,0,1
E01003474,00BA,0,52,0,0,0,1
E01003445,00BA,0,68,0,0,0,1
E01003457,00BA,0,65,0,0,0,1
E01003460,00BA,0,77,0,0,0,1
E01003444,00BA,0,73,0,0,0,1
E01003422,00BA,0,54,0,0,0,1
E01003426,00BA,0,63,0,0,0,1
E01003423,00BA,0,63,0,0,0,1
E01003478,00BA,0,0,65,0,0,1
E01003451,00BA,0,0,60,0,0,1
E01003384,00BA,0,0,66,0,0,1
E01003421,00BA,0,0,64,0,0,1
E01003385,00BA,0,0,63,0,0,1
E01003435,00BA,0,0,53,0,0,1
E01003380,00BA,0,0,68,0,0,1
E01003442,00BA,0,0,77,0,0,1
E01003356,00BA,0,0,79,0,0,1
E01003437,00BA,0,0,79,0,0,1
E01003428,00BA,0,0,71,0,0,1
E01003458,00BA,0,0,74,0,0,1
E01003416,00BA,0,0,55,0,0,1
E01003473,00BA,0,0,55,0,0,1
E01003476,00BA,0,0,49,0,0,1
E01003470,00BA,0,0,66,0,0,1
E01003477,00BA,0,0,61,0,0,1
E01003471,00BA,0,0,64,0,0,1
E01003469,00BA,0,0,59,0,0,1
E01003429,00BA,0,0,52,0,0,1
E01003454,00BA,0,0,60,0,0,1
E01003361,00BA,0,0,62,0,0,1
E01003434,00BA,0,0,51,0,0,1
E01003461,00BA,0,0,84,0,0,1
E01003400,00BA,0,0,71,0,0,1
E01003382,00BA,0,0,70,0,0,1
E01003448,00BA,0,0,85,0,0,1
E01003436,00BA,0,0,60,0,0,1
E01003366,00BA,0,0,61,0,0,1
E01003395,00BA,0,0,53,0,0,1
E01003403,00BA,0,0,78,0,0,1
E01003360,00BA,0,0,80,0,0,1
E01003399,00BA,0,0,67,0,0,1
E01003402,00BA,0,0,79,0,0,1
E01003450,00BA,0,0,60,0,0,1
E01003433,00BA,0,0,59,0,0,1
E01003438,00BA,0,0,66,0,0,1
E01003381,00BA,0,0,75,0,0,1
E01003386,00BA,0,0,74,0,0,1
E01003440,00BA,0,0,67,0,0,1
E01003456,00BA,0,0,73,0,0,1
E01003475,00BA,0,0,119,0,0,1
E01003383,00BA,0,0,76,0,0,1
E01003415,00BA,0,0,58,0,0,1
E01003453,00BA,0,0,68,0,0,1
E01003368,00BA,0,0,59,0,0,1
E01003441,00BA,0,0,63,0,0,1
E01003375,00BA,0,0,83,0,0,1
E01003409,00BA,0,0,58,0,0,1
E01003378,00BA,0,0,76,0,0,1
E01003413,00BA,0,0,75,0,0,1
E01003449,00BA,0,0,70,0,0,1
E01003398,00BA,0,0,62,0,0,1
E01003387,00BA,0,0,67,0,0,1
E01003432,00BA,0,0,54,0,0,1
E01003371,00BA,0,0,64,0,0,1
E01003446,00BA,0,0,98,0,0,1
E01003414,00BA,0,0,58,0,0,1
E01003355,00BA,0,0,82,0,0,1
E01003411,00BA,0,0,75,0,0,1
E01003374,00BA,0,0,64,0,0,1
E01003452,00BA,0,0,82,0,0,1
E01003358,00BA,0,0,87,0,0,1
E01003401,00BA,0,0,73,0,0,1
E01003388,00BA,0,0,62,0,0,1
E01003404,00BA,0,0,0,104,0,1
E01003447,00BA,0,0,0,70,0,1
E01003392,00BA,0,0,0,51,0,1
E01003431,00BA,0,0,0,58,0,1
E01003389,00BA,0,0,0,66,0,1
E01003396,00BA,0,0,0,55,0,1
E01003376,00BA,0,0,0,60,0,1
E01003405,00BA,0,0,0,66,0,1
E01003394,00BA,0,0,0,67,0,1
E01003430,00BA,0,0,0,58,0,1
E01003373,00BA,0,0,0,54,0,1
E01003412,00BA,0,0,0,60,0,1
E01003427,00BA,0,0,0,77,0,1
E01003359,00BA,0,0,0,85,0,1
E01003377,00BA,0,0,0,54,0,1
E01003439,00BA,0,0,0,58,0,1
E01003391,00BA,0,0,0,54,0,1
E01003397,00BA,0,0,0,59,0,1
E01003367,00BA,0,0,0,101,0,1
E01003459,00BA,0,0,0,100,0,1
E01003410,00BA,0,0,0,63,0,1
E01003357,00BA,0,0,0,78,0,1
E01003455,00BA,0,0,0,77,0,1
E01003408,00BA,0,0,0,88,0,1
E01003406,00BA,0,0,0,58,0,1
E01003369,00BA,0,0,0,80,0,1
E01003372,00BA,0,0,0,67,0,1
E01003379,00BA,0,0,0,75,0,1
E01003370,00BA,0,0,0,91,0,1
E01003390,00BA,0,0,0,67,0,1
E01003407,00BA,0,0,0,77,0,1
E01003393,00BA,0,0,0,74,0,1
E01003621,00BB,0,0,0,46,0,1
E01003519,00BB,0,0,0,53,0,1
E01003547,00BB,0,0,0,73,0,1
E01003495,00BB,0,0,0,66,0,1
E01003626,00BB,0,0,0,43,0,1
E01003534,00BB,0,0,0,66,0,1
E01003561,00BB,0,0,0,50,0,1
E01003563,00BB,0,0,0,58,0,1
E01003628,00BB,0,0,0,44,0,1
E01003517,00BB,0,0,0,69,0,1
E01003571,00BB,0,0,0,59,0,1
E01003514,00BB,0,0,0,56,0,1
E01003603,00BB,0,0,0,65,0,1
E01003560,00BB,0,0,0,49,0,1
E01003506,00BB,0,0,0,52,0,1
E01003530,00BB,0,0,0,49,0,1
E01003627,00BB,0,0,0,44,0,1
E01003527,00BB,0,0,0,59,0,1
E01003573,00BB,0,0,0,59,0,1
E01003541,00BB,0,0,0,59,0,1
E01003533,00BB,0,0,0,49,0,1
E01003532,00BB,0,0,0,55,0,1
E01003520,00BB,0,0,0,60,0,1
E01003494,00BB,0,0,0,65,0,1
E01003604,00BB,0,0,0,79,0,1
E01003529,00BB,0,0,0,64,0,1
E01003525,00BB,0,0,0,52,0,1
E01003570,00BB,0,0,0,64,0,1
E01003612,00BB,0,0,0,147,0,1
E01003581,00BB,0,0,0,50,0,1
E01003504,00BB,0,0,0,232,0,1
E01003492,00BB,0,0,0,54,0,1
E01003537,00BB,0,0,0,70,0,1
E01003489,00BB,0,0,0,57,0,1
E01003484,00BB,0,0,0,59,0,1
E01003623,00BB,0,0,0,50,0,1
E01003487,00BB,0,0,0,44,0,1
E01003501,00BB,0,0,0,76,0,1
E01003539,00BB,0,0,0,71,0,1
E01003540,00BB,0,0,0,62,0,1
E01003575,00BB,0,0,0,50,0,1
E01003518,00BB,0,0,0,60,0,1
E01003583,00BB,0,0,0,54,0,1
E01003624,00BB,0,0,0,51,0,1
E01003601,00BB,0,0,0,72,0,1
E01003572,00BB,0,0,0,47,0,1
E01003585,00BB,0,0,0,43,0,1
E01003588,00BB,0,0,0,46,0,1
E01003564,00BB,0,0,0,69,0,1
E01003562,00BB,0,0,0,63,0,1
E01003555,00BB,0,0,0,54,0,1
E01003589,00BB,0,0,0,53,0,1
E01003513,00BB,0,0,0,57,0,1
E01003635,00BB,0,0,0,64,0,1
E01003567,00BB,0,0,0,59,0,1
E01003568,00BB,0,0,0,61,0,1
E01003594,00BB,0,0,0,58,0,1
E01003483,00BB,0,0,0,53,0,1
E01003625,00BB,0,0,0,52,0,1
E01003607,00BB,0,0,0,59,0,1
E01003569,00BB,0,0,0,55,0,1
E01003531,00BB,0,0,0,57,0,1
E01003637,00BB,0,0,0,61,0,1
E01003579,00BB,0,0,0,51,0,1
E01003522,00BB,0,0,0,57,0,1
E01003526,00BB,0,0,0,56,0,1
E01003536,00BB,0,0,0,64,0,1
E01003602,00BB,0,0,0,61,0,1
E01003632,00BB,0,0,0,77,0,1
E01003511,00BB,0,0,0,45,0,1
E01003521,00BB,0,0,0,68,0,1
E01003490,00BB,0,0,0,56,0,1
E01003535,00BB,0,0,0,59,0,1
E01003543,00BB,0,0,0,90,0,1
E01003480,00BB,0,0,0,79,0,1
E01003524,00BB,0,0,0,60,0,1
E01003629,00BB,0,0,0,51,0,1
E01003546,00BB,0,0,0,59,0,1
E01003609,00BB,0,0,0,111,0,1
E01003550,00BB,0,0,0,67,0,1
E01003493,00BB,0,0,0,73,0,1
E01003500,00BB,0,0,0,77,0,1
E01003565,00BB,0,0,0,52,0,1
E01003566,00BB,0,0,0,53,0,1
E01003580,00BB,0,0,0,68,0,1
E01003584,00BB,0,0,0,69,0,1
E01003497,00BB,0,0,0,63,0,1
E01003479,00BB,0,0,0,65,0,1
E01003528,00BB,0,0,0,44,0,1
E01003586,00BB,0,0,0,53,0,1
E01003512,00BB,0,0,0,70,0,1
E01003608,00BB,0,0,0,72,0,1
E01003596,00BB,0,0,0,60,0,1
E01003554,00BB,0,0,0,67,0,1
E01003582,00BB,0,0,0,50,0,1
E01003502,00BB,0,0,0,73,0,1
E01003485,00BB,0,0,0,59,0,1
E01003516,00BB,0,0,0,69,0,1
E01003510,00BB,0,0,0,77,0,1
E01003558,00BB,0,0,0,57,0,1
E01003634,00BB,0,0,0,60,0,1
E01003552,00BB,0,0,0,56,0,1
E01003505,00BB,0,0,0,55,0,1
E01003538,00BB,0,0,0,69,0,1
E01003544,00BB,0,0,0,68,0,1
E01003598,00BB,0,0,0,65,0,1
E01003597,00BB,0,0,0,49,0,1
E01003578,00BB,0,0,0,67,0,1
E01003508,00BB,0,0,0,60,0,1
E01003599,00BB,0,0,0,51,0,1
E01003617,00BB,0,0,0,121,0,1
E01003592,00BB,0,0,0,58,0,1
E01003482,00BB,0,0,0,111,0,1
E01003542,00BB,0,0,0,71,0,1
E01003498,00BB,0,0,0,69,0,1
